Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Ms. Catherine Lewis PhD,STU1647,cmorgan@example.org,Female,Mathematics,"['Music', 'Technology']","['Literature', 'Biology', 'AI']","['Drama', 'Photography', 'Debate']",Yes,[],['Writing'],['Podcasts'],Monthly
Jessica Harris,STU1648,michelle45@example.org,Male,Physics,['Writing'],['Mathematics'],['Volunteering'],Yes,[],['Event Planning'],['Videos'],Weekly
Julie Price,STU1649,kelly98@example.com,Male,Biology,"['Music', 'Writing', 'Travel']","['History', 'Data Science']",['Sports Teams'],Yes,[],"['Programming', 'Writing']",['Podcasts'],Monthly
Mike Stewart,STU1650,lmckee@example.com,Female,Literature,"['Arts', 'Writing', 'Music']","['Mathematics', 'Physics']",['Debate'],No,[],"['Event Planning', 'Design', 'Programming']","['Events', 'Tutorials']",Weekly
Michael Smith,STU1651,codyfranklin@example.org,Other,Mathematics,"['Writing', 'Sports', 'Cooking']",['Biology'],"['Volunteering', 'Music Band', 'Robotics']",No,"['cause', 'know']","['Event Planning', 'Design']",['Podcasts'],Monthly
Kimberly White,STU1652,robert57@example.org,Other,Computer Science,['Technology'],"['Literature', 'Biology', 'Data Science']","['Drama', 'Photography', 'Robotics']",Yes,[],"['Design', 'Programming']",['Tutorials'],Weekly
Sarah Garcia,STU1653,lisa14@example.net,Male,Biology,"['Arts', 'Science']","['Mathematics', 'Data Science', 'Engineering']",['Photography'],Yes,"['research', 'energy']","['Design', 'Event Planning']","['Videos', 'Articles', 'Events']",Monthly
Mr. Alan Clark Jr.,STU1654,dnichols@example.com,Other,Mathematics,['Cooking'],"['Data Science', 'AI', 'Literature']","['Music Band', 'Drama']",No,"['unit', 'radio']","['Public Speaking', 'Writing', 'Programming']","['Videos', 'Tutorials']",Weekly
Kelly Johnson,STU1655,alejandra47@example.net,Male,Biology,"['Travel', 'Sports']","['History', 'Mathematics', 'AI']","['Sports Teams', 'Music Band', 'Volunteering']",Yes,[],"['Event Planning', 'Writing', 'Public Speaking']","['Tutorials', 'Articles', 'Podcasts']",Bi-weekly
Meghan Jackson,STU1656,arthuroconnor@example.net,Other,Literature,"['Sports', 'Technology']","['History', 'Physics']",['Debate'],Yes,[],['Event Planning'],"['Events', 'Tutorials', 'Articles']",Bi-weekly
Tanya Pruitt,STU1657,rodriguezdarrell@example.com,Male,Computer Science,"['Music', 'Gaming', 'Arts']","['Biology', 'Literature', 'History']","['Sports Teams', 'Robotics']",No,[],"['Writing', 'Programming', 'Leadership']","['Podcasts', 'Videos']",Monthly
Andrew Evans,STU1658,charlene43@example.net,Other,Mathematics,['Gaming'],"['Biology', 'Data Science']","['Sports Teams', 'Volunteering', 'Music Band']",No,[],"['Leadership', 'Programming']",['Videos'],Weekly
Lynn Obrien,STU1659,allisonroberts@example.org,Female,Mathematics,['Travel'],"['Physics', 'Engineering']","['Music Band', 'Drama', 'Robotics']",No,[],['Design'],"['Tutorials', 'Podcasts']",Weekly
Nicole Lindsey,STU1660,thiggins@example.com,Female,Mathematics,"['Music', 'Gaming']",['Physics'],"['Sports Teams', 'Photography', 'Debate']",No,[],"['Design', 'Programming', 'Event Planning']","['Videos', 'Tutorials', 'Podcasts']",Weekly
Joanne Long,STU1661,anthonyking@example.com,Female,Physics,['Writing'],"['Data Science', 'Mathematics']",['Volunteering'],No,[],['Programming'],"['Videos', 'Articles', 'Podcasts']",Weekly
Dennis Reynolds,STU1662,ryanwashington@example.org,Male,Engineering,"['Gaming', 'Technology']","['Engineering', 'Biology']","['Debate', 'Drama', 'Volunteering']",No,[],"['Design', 'Public Speaking']","['Events', 'Articles', 'Podcasts']",Monthly
Tyler Mccarthy,STU1663,jamesroth@example.com,Other,Computer Science,"['Reading', 'Writing']","['Engineering', 'Biology', 'History']",['Debate'],Yes,"['parent', 'five']","['Public Speaking', 'Design']",['Tutorials'],Monthly
Terry Ward,STU1664,clawson@example.net,Other,Biology,['Cooking'],"['Mathematics', 'History', 'AI']","['Sports Teams', 'Photography', 'Volunteering']",No,"['school', 'develop']",['Writing'],"['Podcasts', 'Videos']",Weekly
Michael Gonzalez Jr.,STU1665,jgonzalez@example.org,Male,Literature,['Travel'],['Data Science'],"['Photography', 'Drama', 'Sports Teams']",No,[],"['Public Speaking', 'Design', 'Writing']","['Podcasts', 'Tutorials', 'Events']",Bi-weekly
Julia Evans,STU1666,ashleyclark@example.net,Male,Biology,"['Writing', 'Cooking']","['AI', 'History', 'Literature']","['Robotics', 'Volunteering']",No,"['debate', 'American']",['Public Speaking'],['Tutorials'],Bi-weekly
Thomas Mercado,STU1667,nathanielcampbell@example.org,Male,Literature,"['Arts', 'Travel']","['Engineering', 'Data Science']",['Debate'],Yes,[],"['Programming', 'Event Planning', 'Design']","['Videos', 'Events']",Weekly
Randy Brown,STU1668,youngrebecca@example.org,Male,History,"['Technology', 'Travel']",['Data Science'],"['Volunteering', 'Debate', 'Photography']",Yes,[],['Leadership'],['Videos'],Weekly
Molly Burch,STU1669,ymitchell@example.com,Male,History,"['Technology', 'Travel']","['Mathematics', 'Literature', 'Biology']","['Music Band', 'Sports Teams', 'Robotics']",No,"['sea', 'floor']",['Leadership'],"['Videos', 'Podcasts', 'Tutorials']",Weekly
Samuel Mann,STU1670,tammielopez@example.org,Male,Biology,"['Reading', 'Technology']","['Engineering', 'Data Science', 'Mathematics']","['Drama', 'Photography']",No,"['finish', 'test']",['Event Planning'],['Tutorials'],Monthly
Meredith Lee,STU1671,jenkinsmelissa@example.net,Other,History,['Cooking'],"['AI', 'History']",['Music Band'],Yes,[],['Design'],"['Events', 'Articles']",Bi-weekly
Diane Cobb,STU1672,tamara48@example.org,Female,Biology,"['Technology', 'Music']",['Literature'],['Music Band'],Yes,[],['Leadership'],"['Tutorials', 'Events']",Bi-weekly
Rebecca Mercado,STU1673,fritzrachel@example.org,Female,Mathematics,['Technology'],['Physics'],"['Volunteering', 'Photography', 'Debate']",Yes,[],"['Design', 'Writing', 'Leadership']","['Podcasts', 'Videos']",Bi-weekly
Amanda Ray,STU1674,scook@example.org,Male,Computer Science,"['Cooking', 'Science', 'Arts']","['Data Science', 'Literature']",['Sports Teams'],Yes,"['space', 'us']","['Design', 'Event Planning', 'Public Speaking']","['Tutorials', 'Podcasts']",Bi-weekly
Melissa Gilmore,STU1675,cobbcarla@example.com,Female,Engineering,"['Reading', 'Arts']",['Engineering'],"['Sports Teams', 'Debate']",Yes,[],['Public Speaking'],"['Events', 'Podcasts', 'Articles']",Monthly
Jacqueline Bowers,STU1676,rebeccacabrera@example.com,Female,History,"['Technology', 'Cooking', 'Arts']","['Physics', 'Literature', 'Data Science']",['Debate'],No,[],"['Event Planning', 'Programming', 'Public Speaking']","['Videos', 'Podcasts']",Monthly
Daniel Lucero,STU1677,ocain@example.com,Other,Biology,"['Sports', 'Science', 'Technology']",['Data Science'],['Robotics'],No,[],"['Writing', 'Design']","['Tutorials', 'Videos']",Monthly
Jason Hunter,STU1678,sabrina19@example.com,Other,Computer Science,"['Music', 'Reading', 'Science']",['AI'],['Music Band'],No,[],['Programming'],"['Tutorials', 'Articles', 'Podcasts']",Monthly
Christine Jarvis,STU1679,fosteralexis@example.org,Other,Mathematics,"['Writing', 'Cooking', 'Arts']",['Data Science'],"['Music Band', 'Volunteering', 'Sports Teams']",Yes,[],"['Event Planning', 'Programming']","['Tutorials', 'Videos', 'Events']",Weekly
Scott Wilkinson,STU1680,zachary90@example.net,Male,History,"['Music', 'Cooking']",['Literature'],"['Robotics', 'Photography']",Yes,[],"['Public Speaking', 'Programming', 'Design']",['Podcasts'],Bi-weekly
Desiree Miller,STU1681,eferguson@example.net,Male,History,"['Cooking', 'Technology', 'Reading']","['AI', 'Mathematics']","['Debate', 'Photography', 'Music Band']",No,[],"['Writing', 'Event Planning']","['Videos', 'Events']",Weekly
Jordan Cruz,STU1682,grivera@example.org,Female,Biology,['Science'],"['Engineering', 'Mathematics', 'Physics']",['Debate'],No,[],['Public Speaking'],"['Tutorials', 'Articles']",Bi-weekly
Jacqueline Alvarez,STU1683,timothypark@example.net,Male,Biology,['Arts'],"['Literature', 'Data Science', 'Engineering']","['Sports Teams', 'Drama']",No,[],"['Public Speaking', 'Programming', 'Event Planning']","['Articles', 'Podcasts', 'Tutorials']",Bi-weekly
Kimberly Richardson,STU1684,greenholly@example.net,Female,Mathematics,"['Technology', 'Writing', 'Reading']","['Engineering', 'Data Science', 'AI']",['Photography'],No,"['Republican', 'assume']","['Programming', 'Public Speaking', 'Leadership']","['Tutorials', 'Articles']",Monthly
Jose Soto,STU1685,ptucker@example.org,Male,Physics,"['Gaming', 'Music', 'Writing']","['AI', 'Engineering', 'Data Science']",['Sports Teams'],Yes,[],['Writing'],['Tutorials'],Monthly
Steve Rivera,STU1686,williamelliott@example.org,Other,Literature,"['Cooking', 'Travel', 'Technology']","['AI', 'Mathematics']",['Debate'],No,[],['Leadership'],"['Tutorials', 'Podcasts', 'Events']",Bi-weekly
Ricardo Hudson,STU1687,jason02@example.net,Male,Mathematics,['Arts'],['Data Science'],"['Volunteering', 'Photography', 'Debate']",Yes,[],"['Writing', 'Programming', 'Design']","['Articles', 'Tutorials']",Monthly
Richard West,STU1688,davidrobertson@example.org,Other,Engineering,"['Gaming', 'Writing', 'Arts']","['History', 'AI', 'Biology']","['Debate', 'Music Band', 'Robotics']",No,[],"['Design', 'Writing']",['Videos'],Bi-weekly
Jacob Avila,STU1689,danagarcia@example.net,Other,Engineering,['Technology'],"['Biology', 'History', 'AI']","['Robotics', 'Photography']",Yes,"['instead', 'ever']","['Event Planning', 'Programming']","['Articles', 'Tutorials']",Weekly
Chad Carrillo,STU1690,jwhitehead@example.com,Other,Engineering,"['Writing', 'Sports']","['Mathematics', 'Biology', 'AI']","['Volunteering', 'Music Band', 'Debate']",Yes,[],['Event Planning'],"['Events', 'Videos']",Weekly
Kyle Stone,STU1691,jacksontimothy@example.com,Other,Physics,['Music'],"['Biology', 'Engineering']",['Music Band'],No,"['herself', 'race']",['Leadership'],"['Podcasts', 'Tutorials']",Bi-weekly
Doris Stevenson,STU1692,rsingleton@example.net,Male,Engineering,['Music'],['Mathematics'],['Music Band'],Yes,[],['Design'],['Events'],Bi-weekly
Zachary Mcbride,STU1693,davidfisher@example.net,Other,Literature,"['Sports', 'Travel']","['Mathematics', 'Biology']","['Volunteering', 'Drama', 'Robotics']",Yes,[],['Event Planning'],"['Tutorials', 'Articles', 'Events']",Bi-weekly
Thomas Todd,STU1694,dsimmons@example.org,Male,Biology,"['Technology', 'Music', 'Cooking']",['Mathematics'],"['Sports Teams', 'Music Band', 'Photography']",Yes,[],['Leadership'],"['Podcasts', 'Tutorials']",Weekly
Alexander Terrell,STU1695,youngsean@example.org,Female,History,['Gaming'],"['Mathematics', 'Data Science']","['Robotics', 'Drama', 'Debate']",No,"['need', 'huge']","['Programming', 'Public Speaking', 'Event Planning']","['Tutorials', 'Articles', 'Podcasts']",Monthly
Chelsey Burke,STU1696,jthompson@example.com,Female,Physics,"['Travel', 'Cooking']",['Biology'],"['Drama', 'Debate', 'Volunteering']",No,[],"['Public Speaking', 'Event Planning', 'Design']",['Videos'],Bi-weekly
Sean Campbell,STU1697,ccruz@example.net,Female,Biology,"['Reading', 'Music']","['History', 'AI']","['Photography', 'Robotics', 'Drama']",Yes,[],['Programming'],"['Podcasts', 'Events']",Bi-weekly
Jessica Mendoza DVM,STU1698,lesliecarpenter@example.net,Male,Literature,"['Travel', 'Cooking', 'Writing']","['History', 'Data Science', 'Biology']","['Sports Teams', 'Drama']",No,[],"['Design', 'Programming', 'Leadership']","['Tutorials', 'Events']",Monthly
Austin David,STU1699,shawjoseph@example.net,Male,Physics,"['Travel', 'Sports', 'Arts']","['Mathematics', 'Physics']",['Robotics'],No,[],['Leadership'],"['Podcasts', 'Events', 'Articles']",Monthly
Jeff Stevenson,STU1700,lorilewis@example.com,Male,History,"['Technology', 'Music', 'Writing']","['AI', 'History']","['Robotics', 'Debate', 'Volunteering']",No,"['both', 'sport']",['Public Speaking'],"['Tutorials', 'Videos', 'Articles']",Bi-weekly
Stephanie Ramos,STU1701,burgessjohn@example.net,Other,Physics,"['Music', 'Cooking', 'Gaming']",['Physics'],"['Music Band', 'Sports Teams', 'Robotics']",No,"['matter', 'teacher']",['Programming'],"['Podcasts', 'Articles']",Bi-weekly
Kristina Norton,STU1702,tayloramber@example.org,Other,History,"['Arts', 'Travel']","['Data Science', 'Physics']","['Robotics', 'Photography', 'Volunteering']",No,"['recently', 'thus']","['Event Planning', 'Leadership', 'Design']",['Articles'],Weekly
Erin Ellis,STU1703,kingamy@example.com,Male,History,['Gaming'],"['Literature', 'Mathematics', 'Physics']",['Drama'],No,[],"['Design', 'Public Speaking', 'Writing']","['Articles', 'Videos']",Weekly
Mrs. Mary Cole,STU1704,ningram@example.org,Other,Literature,['Science'],['AI'],"['Robotics', 'Photography']",No,"['one', 'TV']","['Public Speaking', 'Leadership', 'Programming']",['Podcasts'],Monthly
Robert Farrell,STU1705,cathyshaw@example.com,Other,History,"['Arts', 'Writing']","['Physics', 'History', 'Mathematics']","['Debate', 'Photography']",No,"['here', 'ago']","['Design', 'Writing']",['Articles'],Monthly
Steven Brown,STU1706,corey51@example.com,Other,Engineering,"['Writing', 'Music']",['Data Science'],"['Robotics', 'Sports Teams']",Yes,[],"['Programming', 'Design']",['Videos'],Bi-weekly
Justin Nelson,STU1707,oconnorcynthia@example.com,Other,Computer Science,['Music'],"['Mathematics', 'Physics', 'Data Science']",['Drama'],Yes,[],"['Public Speaking', 'Event Planning']","['Events', 'Tutorials', 'Videos']",Bi-weekly
Nicolas Kramer,STU1708,ryan31@example.net,Other,Mathematics,['Gaming'],"['Physics', 'Data Science', 'Biology']",['Robotics'],Yes,"['social', 'particular']","['Public Speaking', 'Design']","['Events', 'Videos']",Weekly
Meagan Torres,STU1709,ginabrock@example.com,Female,Mathematics,"['Writing', 'Sports']",['Biology'],"['Music Band', 'Photography']",Yes,[],['Design'],"['Videos', 'Articles', 'Podcasts']",Monthly
Gary Young,STU1710,debraproctor@example.net,Other,Physics,['Reading'],"['AI', 'Physics']","['Photography', 'Volunteering', 'Debate']",Yes,"['avoid', 'world']",['Design'],"['Articles', 'Podcasts']",Bi-weekly
Stephanie Todd,STU1711,juan71@example.org,Male,Biology,"['Reading', 'Arts', 'Cooking']","['Literature', 'Data Science']","['Sports Teams', 'Debate', 'Music Band']",No,"['reality', 'trip']",['Public Speaking'],['Tutorials'],Weekly
Jared Shepard,STU1712,adrienne04@example.com,Other,Mathematics,"['Music', 'Science', 'Reading']","['History', 'Literature']","['Volunteering', 'Sports Teams', 'Drama']",Yes,"['send', 'how']",['Programming'],['Videos'],Weekly
Chelsea Kelly,STU1713,jacquelineshaw@example.org,Male,Mathematics,"['Travel', 'Writing', 'Cooking']","['History', 'AI', 'Data Science']","['Sports Teams', 'Music Band', 'Volunteering']",No,[],['Event Planning'],"['Podcasts', 'Videos', 'Tutorials']",Monthly
Andrew Coleman,STU1714,jeffreymoreno@example.org,Male,Biology,"['Gaming', 'Travel', 'Cooking']","['Literature', 'AI']","['Sports Teams', 'Debate']",No,"['dark', 'statement']",['Event Planning'],"['Podcasts', 'Articles']",Monthly
David Davis,STU1715,twheeler@example.org,Other,Physics,"['Gaming', 'Technology', 'Science']","['Biology', 'AI']","['Debate', 'Music Band', 'Sports Teams']",Yes,"['dog', 'chance']","['Leadership', 'Programming']",['Tutorials'],Bi-weekly
Rebecca Butler,STU1716,maryfrey@example.org,Female,Physics,['Music'],"['AI', 'Literature']",['Photography'],Yes,[],"['Public Speaking', 'Design']",['Podcasts'],Weekly
Christine Scott,STU1717,wbradshaw@example.net,Female,Literature,['Reading'],['Engineering'],"['Sports Teams', 'Volunteering', 'Music Band']",Yes,[],"['Writing', 'Programming', 'Event Planning']","['Tutorials', 'Articles']",Bi-weekly
Luis Edwards,STU1718,david42@example.net,Male,Mathematics,"['Sports', 'Reading']","['History', 'Mathematics']","['Music Band', 'Sports Teams', 'Debate']",No,"['whether', 'their']","['Design', 'Writing']",['Videos'],Weekly
John Garcia,STU1719,greenjoyce@example.com,Other,Literature,['Music'],"['Biology', 'Physics']","['Music Band', 'Sports Teams', 'Debate']",Yes,[],"['Programming', 'Writing']","['Tutorials', 'Videos']",Monthly
Lisa Smith,STU1720,andersongeorge@example.com,Male,Biology,"['Gaming', 'Sports', 'Writing']","['Biology', 'Literature', 'Data Science']","['Drama', 'Robotics']",Yes,[],"['Writing', 'Programming', 'Event Planning']","['Articles', 'Events', 'Videos']",Monthly
Diana Ortiz,STU1721,vazquezjeremiah@example.org,Female,Computer Science,['Cooking'],"['Engineering', 'Literature']","['Music Band', 'Photography']",Yes,[],"['Programming', 'Design']","['Videos', 'Events', 'Tutorials']",Monthly
Tina Blackburn,STU1722,ijames@example.org,Female,Literature,"['Writing', 'Travel', 'Sports']",['Mathematics'],['Drama'],Yes,"['community', 'sea']","['Event Planning', 'Design', 'Writing']","['Articles', 'Tutorials']",Bi-weekly
Evelyn Morgan,STU1723,kathleenjackson@example.com,Male,Computer Science,"['Reading', 'Writing', 'Gaming']","['History', 'Engineering', 'Biology']","['Sports Teams', 'Music Band']",No,[],"['Design', 'Writing']","['Events', 'Articles', 'Tutorials']",Weekly
Cody Brewer,STU1724,christopherblevins@example.com,Male,Literature,['Travel'],['AI'],"['Robotics', 'Music Band', 'Photography']",Yes,"['third', 'trade']","['Programming', 'Public Speaking', 'Leadership']","['Podcasts', 'Videos']",Bi-weekly
Earl Hall,STU1725,petersonnicholas@example.net,Male,Physics,"['Writing', 'Arts', 'Music']",['AI'],"['Volunteering', 'Music Band']",No,[],"['Leadership', 'Programming']","['Events', 'Videos', 'Podcasts']",Monthly
Jared Smith,STU1726,uchase@example.net,Other,Engineering,"['Cooking', 'Sports']","['Engineering', 'Literature', 'Data Science']",['Volunteering'],No,[],"['Writing', 'Event Planning']","['Events', 'Articles', 'Videos']",Weekly
Colleen Martin,STU1727,jonesmargaret@example.com,Female,History,"['Cooking', 'Technology']","['History', 'Literature']",['Drama'],Yes,"['investment', 'firm']","['Public Speaking', 'Design']","['Podcasts', 'Articles', 'Videos']",Bi-weekly
